Qaz321!@,Account,Status
11/11/2022 09:14:56,Pinky_MALAYSIA59,Group Joiner - 'Pinky_MALAYSIA59' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:15:05,Pinky_MALAYSIA44,Group Joiner - Pinky_MALAYSIA44 - Finished operation
11/11/2022 09:15:06,Pinky_MALAYSIA14,Group Joiner - Pinky_MALAYSIA14 - Finished operation
11/11/2022 09:15:08,Pinky_MALAYSIA49,Group Joiner - 'Pinky_MALAYSIA49' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:15:08,Pinky_MALAYSIA56,Group Joiner - 'Pinky_MALAYSIA56' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:15:48,Pinky_MALAYSIA46,Group Joiner - Pinky_MALAYSIA46 - Finished operation
11/11/2022 09:15:50,Pinky_MALAYSIA17,Group Joiner - 'Pinky_MALAYSIA17' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:15:52,Pinky_MALAYSIA24,Group Joiner - Pinky_MALAYSIA24 - Finished operation
11/11/2022 09:15:53,Pinky_MALAYSIA3,Group Joiner - 'Pinky_MALAYSIA3' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:16:08,Pinky_MALAYSIA59,Group Joiner - Pinky_MALAYSIA59 - Finished operation
11/11/2022 09:16:09,Pinky_MALAYSIA16,Group Joiner - 'Pinky_MALAYSIA16' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:16:17,Pinky_MALAYSIA56,Group Joiner - Pinky_MALAYSIA56 - Finished operation
11/11/2022 09:16:18,Pinky_MALAYSIA49,Group Joiner - Pinky_MALAYSIA49 - Finished operation
11/11/2022 09:16:18,Pinky_MALAYSIA6,Group Joiner - 'Pinky_MALAYSIA6' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:16:18,Pinky_MALAYSIA13,Group Joiner - 'Pinky_MALAYSIA13' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:16:53,Pinky_MALAYSIA16,Group Joiner - Pinky_MALAYSIA16 - Finished operation
11/11/2022 09:16:54,Pinky_MALAYSIA6,Group Joiner - Error executing for the 'Pinky_MALAYSIA6' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:16:54,Pinky_MALAYSIA9,Group Joiner - 'Pinky_MALAYSIA9' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:16:54,Pinky_MALAYSIA38,Group Joiner - 'Pinky_MALAYSIA38' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:16:58,Pinky_MALAYSIA17,Group Joiner - Pinky_MALAYSIA17 - Finished operation
11/11/2022 09:17:00,Pinky_MALAYSIA54,Group Joiner - 'Pinky_MALAYSIA54' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:17:02,Pinky_MALAYSIA3,Group Joiner - Pinky_MALAYSIA3 - Finished operation
11/11/2022 09:17:03,Pinky_MALAYSIA31,Group Joiner - 'Pinky_MALAYSIA31' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:17:34,Pinky_MALAYSIA13,Group Joiner - Pinky_MALAYSIA13 - Finished operation
11/11/2022 09:17:37,Pinky_MALAYSIA57,Group Joiner - 'Pinky_MALAYSIA57' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:17:47,Pinky_MALAYSIA54,Group Joiner - Pinky_MALAYSIA54 - Finished operation
11/11/2022 09:17:49,Pinky_MALAYSIA55,Group Joiner - 'Pinky_MALAYSIA55' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:18:08,Pinky_MALAYSIA38,Group Joiner - Pinky_MALAYSIA38 - Finished operation
11/11/2022 09:18:08,Pinky_MALAYSIA9,Group Joiner - Pinky_MALAYSIA9 - Finished operation
11/11/2022 09:18:10,Pinky_MALAYSIA5,Group Joiner - 'Pinky_MALAYSIA5' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:18:10,Pinky_MALAYSIA40,Group Joiner - 'Pinky_MALAYSIA40' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:18:10,Pinky_MALAYSIA31,Group Joiner - Pinky_MALAYSIA31 - Finished operation
11/11/2022 09:18:13,Pinky_MALAYSIA10,Group Joiner - 'Pinky_MALAYSIA10' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:18:41,Pinky_MALAYSIA57,Group Joiner - Pinky_MALAYSIA57 - Finished operation
11/11/2022 09:18:43,Pinky_MALAYSIA70,Group Joiner - 'Pinky_MALAYSIA70' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:18:52,Pinky_MALAYSIA55,Group Joiner - Pinky_MALAYSIA55 - Finished operation
11/11/2022 09:18:52,Pinky_MALAYSIA43,Group Joiner - 'Pinky_MALAYSIA43' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:19:18,Pinky_MALAYSIA10,Group Joiner - Pinky_MALAYSIA10 - Finished operation
11/11/2022 09:19:19,Pinky_MALAYSIA70,Group Joiner - Error executing for the 'Pinky_MALAYSIA70' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:19:20,Pinky_MALAYSIA39,Group Joiner - 'Pinky_MALAYSIA39' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:19:20,Pinky_MALAYSIA15,Group Joiner - 'Pinky_MALAYSIA15' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:19:23,Pinky_MALAYSIA40,Group Joiner - Pinky_MALAYSIA40 - Finished operation
11/11/2022 09:19:26,Pinky_MALAYSIA37,Group Joiner - 'Pinky_MALAYSIA37' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:19:27,Pinky_MALAYSIA5,Group Joiner - Pinky_MALAYSIA5 - Finished operation
11/11/2022 09:19:29,Pinky_MALAYSIA21,Group Joiner - 'Pinky_MALAYSIA21' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:20:00,Pinky_MALAYSIA43,Group Joiner - Pinky_MALAYSIA43 - Finished operation
11/11/2022 09:20:02,Pinky_MALAYSIA53,Group Joiner - 'Pinky_MALAYSIA53' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:20:05,Pinky_MALAYSIA15,Group Joiner - Pinky_MALAYSIA15 - Finished operation
11/11/2022 09:20:08,Pinky_MALAYSIA65,Group Joiner - 'Pinky_MALAYSIA65' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:20:34,Pinky_MALAYSIA39,Group Joiner - Pinky_MALAYSIA39 - Finished operation
11/11/2022 09:20:35,Pinky_MALAYSIA21,Group Joiner - Pinky_MALAYSIA21 - Finished operation
11/11/2022 09:20:35,Pinky_MALAYSIA1,Group Joiner - 'Pinky_MALAYSIA1' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:20:35,Pinky_MALAYSIA23,Group Joiner - 'Pinky_MALAYSIA23' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:20:38,Pinky_MALAYSIA37,Group Joiner - Pinky_MALAYSIA37 - Finished operation
11/11/2022 09:20:38,Pinky_MALAYSIA7,Group Joiner - 'Pinky_MALAYSIA7' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:21:08,Pinky_MALAYSIA53,Group Joiner - Pinky_MALAYSIA53 - Finished operation
11/11/2022 09:21:09,Pinky_MALAYSIA60,Group Joiner - 'Pinky_MALAYSIA60' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:21:14,Pinky_MALAYSIA65,Group Joiner - Pinky_MALAYSIA65 - Finished operation
11/11/2022 09:21:15,Pinky_MALAYSIA62,Group Joiner - 'Pinky_MALAYSIA62' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:21:44,Pinky_MALAYSIA1,Group Joiner - Pinky_MALAYSIA1 - Finished operation
11/11/2022 09:21:44,Pinky_MALAYSIA7,Group Joiner - Pinky_MALAYSIA7 - Finished operation
11/11/2022 09:21:45,Pinky_MALAYSIA32,Group Joiner - 'Pinky_MALAYSIA32' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:21:45,Pinky_MALAYSIA47,Group Joiner - 'Pinky_MALAYSIA47' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:21:49,Pinky_MALAYSIA23,Group Joiner - Pinky_MALAYSIA23 - Finished operation
11/11/2022 09:21:51,Pinky_MALAYSIA35,Group Joiner - 'Pinky_MALAYSIA35' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:22:16,Pinky_MALAYSIA60,Group Joiner - Pinky_MALAYSIA60 - Finished operation
11/11/2022 09:22:18,Pinky_MALAYSIA19,Group Joiner - 'Pinky_MALAYSIA19' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:22:29,Pinky_MALAYSIA62,Group Joiner - Pinky_MALAYSIA62 - Finished operation
11/11/2022 09:22:30,Pinky_MALAYSIA32,Group Joiner - Pinky_MALAYSIA32 - Finished operation
11/11/2022 09:22:31,Pinky_MALAYSIA25,Group Joiner - 'Pinky_MALAYSIA25' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:22:31,Pinky_MALAYSIA34,Group Joiner - 'Pinky_MALAYSIA34' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:22:34,Pinky_MALAYSIA35,Group Joiner - Pinky_MALAYSIA35 - Finished operation
11/11/2022 09:22:37,Pinky_MALAYSIA30,Group Joiner - 'Pinky_MALAYSIA30' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:22:54,Pinky_MALAYSIA19,Group Joiner - Error executing for the 'Pinky_MALAYSIA19' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:22:55,Pinky_MALAYSIA12,Group Joiner - 'Pinky_MALAYSIA12' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:22:55,Pinky_MALAYSIA47,Group Joiner - Pinky_MALAYSIA47 - Finished operation
11/11/2022 09:22:55,Pinky_MALAYSIA63,Group Joiner - 'Pinky_MALAYSIA63' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:23:22,Pinky_MALAYSIA25,Group Joiner - Pinky_MALAYSIA25 - Finished operation
11/11/2022 09:23:22,Pinky_MALAYSIA22,Group Joiner - 'Pinky_MALAYSIA22' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:23:40,Pinky_MALAYSIA34,Group Joiner - Pinky_MALAYSIA34 - Finished operation
11/11/2022 09:23:40,Pinky_MALAYSIA64,Group Joiner - 'Pinky_MALAYSIA64' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:23:49,Pinky_MALAYSIA30,Group Joiner - Pinky_MALAYSIA30 - Finished operation
11/11/2022 09:23:50,Pinky_MALAYSIA50,Group Joiner - 'Pinky_MALAYSIA50' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:24:01,Pinky_MALAYSIA63,Group Joiner - Pinky_MALAYSIA63 - Finished operation
11/11/2022 09:24:02,Pinky_MALAYSIA42,Group Joiner - 'Pinky_MALAYSIA42' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:24:02,Pinky_MALAYSIA12,Group Joiner - Pinky_MALAYSIA12 - Finished operation
11/11/2022 09:24:02,Pinky_MALAYSIA4,Group Joiner - 'Pinky_MALAYSIA4' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:24:31,Pinky_MALAYSIA22,Group Joiner - Pinky_MALAYSIA22 - Finished operation
11/11/2022 09:24:32,Pinky_MALAYSIA68,Group Joiner - 'Pinky_MALAYSIA68' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:24:39,Pinky_MALAYSIA4,Group Joiner - Error executing for the 'Pinky_MALAYSIA4' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:24:41,Pinky_MALAYSIA2,Group Joiner - 'Pinky_MALAYSIA2' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:24:52,Pinky_MALAYSIA64,Group Joiner - Pinky_MALAYSIA64 - Finished operation
11/11/2022 09:24:53,Pinky_MALAYSIA33,Group Joiner - 'Pinky_MALAYSIA33' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:24:56,Pinky_MALAYSIA50,Group Joiner - Pinky_MALAYSIA50 - Finished operation
11/11/2022 09:24:56,Pinky_MALAYSIA29,Group Joiner - 'Pinky_MALAYSIA29' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:25:08,Pinky_MALAYSIA42,Group Joiner - Pinky_MALAYSIA42 - Finished operation
11/11/2022 09:25:08,Pinky_MALAYSIA28,Group Joiner - 'Pinky_MALAYSIA28' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:25:39,Pinky_MALAYSIA68,Group Joiner - Pinky_MALAYSIA68 - Finished operation
11/11/2022 09:25:42,Pinky_MALAYSIA27,Group Joiner - 'Pinky_MALAYSIA27' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:25:48,Pinky_MALAYSIA29,Group Joiner - Pinky_MALAYSIA29 - Finished operation
11/11/2022 09:25:50,Pinky_MALAYSIA2,Group Joiner - Pinky_MALAYSIA2 - Finished operation
11/11/2022 09:25:51,Pinky_MALAYSIA11,Group Joiner - 'Pinky_MALAYSIA11' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:25:51,Pinky_MALAYSIA18,Group Joiner - 'Pinky_MALAYSIA18' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:26:01,Pinky_MALAYSIA33,Group Joiner - Pinky_MALAYSIA33 - Finished operation
11/11/2022 09:26:03,Pinky_MALAYSIA67,Group Joiner - 'Pinky_MALAYSIA67' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:26:14,Pinky_MALAYSIA28,Group Joiner - Pinky_MALAYSIA28 - Finished operation
11/11/2022 09:26:34,Pinky_MALAYSIA18,Group Joiner - Pinky_MALAYSIA18 - Finished operation
11/11/2022 09:26:53,Pinky_MALAYSIA27,Group Joiner - Pinky_MALAYSIA27 - Finished operation
11/11/2022 09:26:57,Pinky_MALAYSIA11,Group Joiner - Pinky_MALAYSIA11 - Finished operation
11/11/2022 09:27:17,Pinky_MALAYSIA67,Group Joiner - Pinky_MALAYSIA67 - Finished operation
11/11/2022 09:28:34,Pinky_MALAYSIA61,Group Joiner - 'Pinky_MALAYSIA61' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:29:20,Pinky_MALAYSIA61,Group Joiner - Pinky_MALAYSIA61 - Finished operation
11/11/2022 09:29:47,Pinky_MALAYSIA69,Group Joiner - 'Pinky_MALAYSIA69' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:30:06,Pinky_MALAYSIA51,Group Joiner - 'Pinky_MALAYSIA51' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:30:23,Pinky_MALAYSIA69,Group Joiner - Error executing for the 'Pinky_MALAYSIA69' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:30:30,Pinky_MALAYSIA26,Group Joiner - 'Pinky_MALAYSIA26' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:30:49,Pinky_MALAYSIA51,Group Joiner - Pinky_MALAYSIA51 - Finished operation
11/11/2022 09:31:15,Pinky_MALAYSIA26,Group Joiner - Pinky_MALAYSIA26 - Finished operation
11/11/2022 09:32:43,Pinky_MALAYSIA59,Group Joiner - 'Pinky_MALAYSIA59' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:32:43,Pinky_MALAYSIA3,Group Joiner - 'Pinky_MALAYSIA3' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:33:16,Pinky_MALAYSIA48,Group Joiner - 'Pinky_MALAYSIA48' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:33:31,Pinky_MALAYSIA59,Group Joiner - Pinky_MALAYSIA59 - Finished operation
11/11/2022 09:33:34,Pinky_MALAYSIA3,Group Joiner - Pinky_MALAYSIA3 - Finished operation
11/11/2022 09:33:44,Pinky_MALAYSIA54,Group Joiner - 'Pinky_MALAYSIA54' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:34:02,Pinky_MALAYSIA48,Group Joiner - Pinky_MALAYSIA48 - Finished operation
11/11/2022 09:34:05,Pinky_MALAYSIA66,Group Joiner - 'Pinky_MALAYSIA66' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:34:08,Pinky_MALAYSIA6,Group Joiner - 'Pinky_MALAYSIA6' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:34:20,Pinky_MALAYSIA38,Group Joiner - 'Pinky_MALAYSIA38' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:34:28,Pinky_MALAYSIA54,Group Joiner - Pinky_MALAYSIA54 - Finished operation
11/11/2022 09:34:32,Pinky_MALAYSIA16,Group Joiner - 'Pinky_MALAYSIA16' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:34:43,Pinky_MALAYSIA6,Group Joiner - Error executing for the 'Pinky_MALAYSIA6' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:34:49,Pinky_MALAYSIA66,Group Joiner - Pinky_MALAYSIA66 - Finished operation
11/11/2022 09:34:54,Pinky_MALAYSIA4,Group Joiner - 'Pinky_MALAYSIA4' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:35:00,Pinky_MALAYSIA49,Group Joiner - 'Pinky_MALAYSIA49' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:35:08,Pinky_MALAYSIA38,Group Joiner - Pinky_MALAYSIA38 - Finished operation
11/11/2022 09:35:16,Pinky_MALAYSIA16,Group Joiner - Pinky_MALAYSIA16 - Finished operation
11/11/2022 09:35:29,Pinky_MALAYSIA4,Group Joiner - Error executing for the 'Pinky_MALAYSIA4' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:35:33,Pinky_MALAYSIA58,Group Joiner - 'Pinky_MALAYSIA58' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:36:06,Pinky_MALAYSIA49,Group Joiner - Pinky_MALAYSIA49 - Finished operation
11/11/2022 09:36:17,Pinky_MALAYSIA58,Group Joiner - Pinky_MALAYSIA58 - Finished operation
11/11/2022 09:37:16,Pinky_MALAYSIA45,Group Joiner - 'Pinky_MALAYSIA45' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:37:16,Pinky_MALAYSIA14,Group Joiner - 'Pinky_MALAYSIA14' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:37:19,Pinky_MALAYSIA36,Group Joiner - 'Pinky_MALAYSIA36' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:37:28,Pinky_MALAYSIA43,Group Joiner - 'Pinky_MALAYSIA43' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:37:58,Pinky_MALAYSIA24,Group Joiner - 'Pinky_MALAYSIA24' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:38:01,Pinky_MALAYSIA45,Group Joiner - Pinky_MALAYSIA45 - Finished operation
11/11/2022 09:38:01,Pinky_MALAYSIA70,Group Joiner - 'Pinky_MALAYSIA70' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:38:02,Pinky_MALAYSIA14,Group Joiner - Pinky_MALAYSIA14 - Finished operation
11/11/2022 09:38:04,Pinky_MALAYSIA36,Group Joiner - Pinky_MALAYSIA36 - Finished operation
11/11/2022 09:38:07,Pinky_MALAYSIA65,Group Joiner - 'Pinky_MALAYSIA65' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:38:09,Pinky_MALAYSIA43,Group Joiner - Pinky_MALAYSIA43 - Finished operation
11/11/2022 09:38:14,Pinky_MALAYSIA21,Group Joiner - 'Pinky_MALAYSIA21' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:38:26,Pinky_MALAYSIA44,Group Joiner - 'Pinky_MALAYSIA44' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:38:37,Pinky_MALAYSIA70,Group Joiner - Error executing for the 'Pinky_MALAYSIA70' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:38:42,Pinky_MALAYSIA24,Group Joiner - Pinky_MALAYSIA24 - Finished operation
11/11/2022 09:38:51,Pinky_MALAYSIA65,Group Joiner - Pinky_MALAYSIA65 - Finished operation
11/11/2022 09:38:57,Pinky_MALAYSIA21,Group Joiner - Pinky_MALAYSIA21 - Finished operation
11/11/2022 09:39:05,Pinky_MALAYSIA41,Group Joiner - 'Pinky_MALAYSIA41' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:39:08,Pinky_MALAYSIA44,Group Joiner - Pinky_MALAYSIA44 - Finished operation
11/11/2022 09:39:14,Pinky_MALAYSIA23,Group Joiner - 'Pinky_MALAYSIA23' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:39:35,Pinky_MALAYSIA31,Group Joiner - 'Pinky_MALAYSIA31' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:39:38,Pinky_MALAYSIA55,Group Joiner - 'Pinky_MALAYSIA55' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:39:41,Pinky_MALAYSIA63,Group Joiner - 'Pinky_MALAYSIA63' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:39:53,Pinky_MALAYSIA41,Group Joiner - Pinky_MALAYSIA41 - Finished operation
11/11/2022 09:39:59,Pinky_MALAYSIA23,Group Joiner - Pinky_MALAYSIA23 - Finished operation
11/11/2022 09:40:09,Pinky_MALAYSIA39,Group Joiner - 'Pinky_MALAYSIA39' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:40:19,Pinky_MALAYSIA31,Group Joiner - Pinky_MALAYSIA31 - Finished operation
11/11/2022 09:40:21,Pinky_MALAYSIA19,Group Joiner - 'Pinky_MALAYSIA19' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/11/2022 09:40:25,Pinky_MALAYSIA63,Group Joiner - Pinky_MALAYSIA63 - Finished operation
11/11/2022 09:40:36,Pinky_MALAYSIA5,Group Joiner - 'Pinky_MALAYSIA5' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:40:39,Pinky_MALAYSIA3,Comment&Like - 'Pinky_MALAYSIA3' - Liking by using https://www.facebook.com/groups/3344076859208187/
11/11/2022 09:40:44,Pinky_MALAYSIA55,Group Joiner - Pinky_MALAYSIA55 - Finished operation
11/11/2022 09:40:45,Pinky_MALAYSIA9,Group Joiner - 'Pinky_MALAYSIA9' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:40:54,Pinky_MALAYSIA39,Group Joiner - Pinky_MALAYSIA39 - Finished operation
11/11/2022 09:40:54,Pinky_MALAYSIA37,Group Joiner - 'Pinky_MALAYSIA37' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:40:57,Pinky_MALAYSIA19,Group Joiner - Error executing for the 'Pinky_MALAYSIA19' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/11/2022 09:40:57,Pinky_MALAYSIA40,Comment&Like - 'Pinky_MALAYSIA40' - Liking by using https://www.facebook.com/groups/605843741270804
11/11/2022 09:41:32,Pinky_MALAYSIA9,Group Joiner - Pinky_MALAYSIA9 - Finished operation
11/11/2022 09:41:34,Pinky_MALAYSIA52,Group Joiner - 'Pinky_MALAYSIA52' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:41:42,Pinky_MALAYSIA5,Group Joiner - Pinky_MALAYSIA5 - Finished operation
11/11/2022 09:41:43,Pinky_MALAYSIA29,Comment&Like - 'Pinky_MALAYSIA29' - Liking by using https://www.facebook.com/groups/624827702618032/
11/11/2022 09:42:01,Pinky_MALAYSIA3,Comment&Like - Pinky_MALAYSIA3 - Finished operation
11/11/2022 09:42:01,Pinky_MALAYSIA10,Group Joiner - 'Pinky_MALAYSIA10' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:42:02,Pinky_MALAYSIA37,Group Joiner - Pinky_MALAYSIA37 - Finished operation
11/11/2022 09:42:04,Pinky_MALAYSIA20,Group Joiner - 'Pinky_MALAYSIA20' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/11/2022 09:42:08,Pinky_MALAYSIA40,Comment&Like - Error executing for the 'Pinky_MALAYSIA40' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/605843741270804
11/11/2022 09:42:17,Pinky_MALAYSIA52,Group Joiner - Pinky_MALAYSIA52 - Finished operation
11/11/2022 09:42:19,Pinky_MALAYSIA61,Comment&Like - 'Pinky_MALAYSIA61' - Liking by using https://www.facebook.com/groups/416063824057495
